step,loss,moving_average_200
3768,0.0285,0.02985
3769,0.0272,0.0299225
3770,0.0602,0.03007
3771,0.0134,0.030086
3772,0.0343,0.0301515
3773,0.0354,0.0302165
3774,0.0266,0.0301885
3775,0.0184,0.030152
3776,0.0258,0.0300355
3777,0.0147,0.030071
3778,0.0159,0.0298785
3779,0.0361,0.029993
3780,0.0384,0.030036
3781,0.0345,0.0300945
3782,0.0329,0.030019
3783,0.0382,0.0300955
3784,0.0246,0.0299595
3785,0.0363,0.0300475
3786,0.0281,0.030087
3787,0.0252,0.0300995
3788,0.0202,0.03001
3789,0.021,0.0300275
3790,0.0203,0.0299905
3791,0.0314,0.0300585
3792,0.0238,0.02997
3793,0.0485,0.0299015
3794,0.0288,0.02996
3795,0.0138,0.029881
3796,0.0402,0.029966
3797,0.0516,0.0301685
3798,0.0481,0.030265
3799,0.0276,0.0302765
3800,0.0228,0.030133
3801,0.0314,0.030168
3802,0.0196,0.0301325
3803,0.0435,0.030174
3804,0.0198,0.03005
3805,0.0298,0.0300635
3806,0.0462,0.0301885
3807,0.014,0.0301055
3808,0.0368,0.03013
3809,0.0572,0.030304
3810,0.0217,0.030239
3811,0.0338,0.03023
3812,0.0266,0.0302615
3813,0.0103,0.0301935
3814,0.0375,0.030296
3815,0.0096,0.029988
3816,0.0225,0.0298215
3817,0.0152,0.029509
3818,0.0228,0.029471
3819,0.0135,0.029375
3820,0.0301,0.029398
3821,0.0131,0.029226
3822,0.0078,0.0290795
3823,0.0193,0.0290285
3824,0.0161,0.029026
3825,0.023,0.0290125
3826,0.0714,0.0292935
3827,0.015,0.0291955
3828,0.018,0.029075
3829,0.0309,0.029133
3830,0.0176,0.029025
3831,0.0408,0.0290605
3832,0.034,0.029046
3833,0.026,0.0288155
3834,0.0107,0.0287355
3835,0.0233,0.0287235
3836,0.0269,0.028763
3837,0.0269,0.028762
3838,0.0164,0.0286545
3839,0.029,0.028588
3840,0.0177,0.028557
3841,0.0344,0.0286485
3842,0.0463,0.0287485
3843,0.0327,0.028872
3844,0.0256,0.028855
3845,0.0218,0.0288525
3846,0.0392,0.0289065
3847,0.0204,0.028811
3848,0.0538,0.02885
3849,0.0379,0.028932
3850,0.033,0.0290225
3851,0.0157,0.0290245
3852,0.0301,0.029054
3853,0.0248,0.0289895
3854,0.04,0.029063
3855,0.0122,0.0290235
3856,0.0293,0.0290915
3857,0.0298,0.029167
3858,0.0174,0.0291375
3859,0.0466,0.0292425
3860,0.0246,0.029226
3861,0.0429,0.0293315
3862,0.0408,0.029271
3863,0.0254,0.0292855
3864,0.0439,0.029357
3865,0.0215,0.0294295
3866,0.0206,0.029364
3867,0.025,0.029385
3868,0.0209,0.029385
3869,0.0059,0.0292125
3870,0.0103,0.0291485
3871,0.0234,0.0291875
3872,0.0155,0.029177
3873,0.0269,0.029107
3874,0.0412,0.029245
3875,0.0391,0.0293605
3876,0.0156,0.029321
3877,0.031,0.029314
3878,0.0142,0.029191
3879,0.0284,0.029149
3880,0.0206,0.0291375
3881,0.014,0.029039
3882,0.0375,0.0290885
3883,0.0437,0.0289995
3884,0.0228,0.028948
3885,0.021,0.0289235
3886,0.0162,0.02894
3887,0.0168,0.028908
3888,0.0181,0.0288045
3889,0.0235,0.028776
3890,0.0264,0.028836
3891,0.0155,0.0288185
3892,0.0601,0.0290075
3893,0.0279,0.029036
3894,0.0675,0.0292745
3895,0.011,0.0291645
3896,0.0477,0.029302
3897,0.0265,0.029309
3898,0.0125,0.0291895
3899,0.03,0.0291835
3900,0.0362,0.028936
3901,0.02,0.0288775
3902,0.005,0.028722
3903,0.0441,0.028732
3904,0.0565,0.028924
3905,0.0341,0.028966
3906,0.0226,0.0289875
3907,0.0261,0.029064
3908,0.0189,0.0287955
3909,0.0089,0.0285305
3910,0.0248,0.0283755
3911,0.0376,0.028513
3912,0.0116,0.028444
3913,0.0115,0.028263
3914,0.0425,0.028374
3915,0.0356,0.0280235
3916,0.0135,0.028039
3917,0.04,0.0281085
3918,0.0351,0.0281145
3919,0.0498,0.0283015
3920,0.0318,0.028311
3921,0.0252,0.028162
3922,0.0335,0.0282205
3923,0.0094,0.028219
3924,0.0442,0.028243
3925,0.0298,0.0282505
3926,0.0655,0.028415
3927,0.018,0.028394
3928,0.0208,0.028354
3929,0.0227,0.0283365
3930,0.0295,0.0284255
3931,0.0136,0.0283645
3932,0.0197,0.028309
3933,0.0254,0.028331
3934,0.0229,0.0282785
3935,0.0121,0.0281135
3936,0.0191,0.02805
3937,0.0183,0.0279265
3938,0.0253,0.0279855
3939,0.0122,0.027905
3940,0.0163,0.0277845
3941,0.0767,0.027886
3942,0.0147,0.027815
3943,0.0121,0.027755
3944,0.0279,0.0277765
3945,0.0126,0.027739
3946,0.0296,0.027733
3947,0.0579,0.027895
3948,0.0102,0.0276875
3949,0.0368,0.027747
3950,0.0364,0.027792
3951,0.0212,0.0278055
3952,0.0309,0.027862
3953,0.0679,0.028009
3954,0.0291,0.027884
3955,0.0196,0.0278815
3956,0.0197,0.027903
3957,0.0419,0.028014
3958,0.0269,0.0279635
3959,0.0224,0.02794
3960,0.0109,0.0278895
3961,0.0222,0.027826
3962,0.0224,0.0278435
3963,0.0316,0.0279515
3964,0.0573,0.028153
3965,0.0541,0.028207
3966,0.0237,0.0280985
3967,0.0552,0.028238
3968,0.042,0.0283055
3969,0.0309,0.028324
3970,0.0225,0.0281355
3971,0.0204,0.0281705
3972,0.016,0.028079
3973,0.0378,0.028091
3974,0.0378,0.028147
3975,0.0158,0.028134
3976,0.0214,0.028112
3977,0.0331,0.028204
3978,0.0496,0.0283725
3979,0.012,0.028252
3980,0.0217,0.0281685
3981,0.0379,0.0281855
3982,0.0082,0.028062
3983,0.0181,0.0279615
3984,0.0081,0.027879
3985,0.028,0.0278375
3986,0.0125,0.0277595
3987,0.0426,0.0278465
3988,0.0247,0.027869
3989,0.0231,0.0278795
3990,0.0294,0.027925
3991,0.0327,0.0279315
3992,0.0261,0.027943
3993,0.0429,0.027915
3994,0.0366,0.027954
3995,0.0427,0.0280985
3996,0.02,0.0279975
3997,0.0299,0.027889
3998,0.0341,0.027819
3999,0.0394,0.027878
4000,0.0221,0.0278745
4001,0.0227,0.027831
4002,0.0285,0.0278755
4003,0.0297,0.0278065
4004,0.074,0.0280775
4005,0.0207,0.028032
4006,0.035,0.027976
4007,0.0247,0.0280295
4008,0.0404,0.0280475
4009,0.0438,0.0279805
4010,0.0248,0.027996
4011,0.0365,0.0280095
4012,0.0169,0.027961
4013,0.0305,0.028062
4014,0.0252,0.0280005
4015,0.0461,0.028183
4016,0.0255,0.028198
4017,0.0331,0.0282875
4018,0.0139,0.028243
4019,0.0238,0.0282945
4020,0.0162,0.028225
4021,0.0568,0.0284435
4022,0.0466,0.0286375
4023,0.0361,0.0287215
4024,0.0383,0.0288325
4025,0.0202,0.0288185
4026,0.0222,0.0285725
4027,0.0257,0.028626
4028,0.0177,0.0286245
4029,0.0175,0.0285575
4030,0.0186,0.0285625
4031,0.0399,0.028558
4032,0.0101,0.0284385
4033,0.0165,0.028391
4034,0.0219,0.028447
4035,0.0318,0.0284895
4036,0.0286,0.028498
4037,0.0145,0.028436
4038,0.0247,0.0284775
4039,0.0181,0.028423
4040,0.0185,0.028427
4041,0.0164,0.028337
4042,0.0403,0.028307
4043,0.0281,0.028284
4044,0.0244,0.028278
4045,0.0278,0.028308
4046,0.0156,0.02819
4047,0.0296,0.028236
4048,0.0226,0.02808
4049,0.0227,0.028004
4050,0.0126,0.027902
4051,0.054,0.0280935
4052,0.0217,0.0280515
4053,0.0162,0.0280085
4054,0.0319,0.027968
4055,0.0215,0.0280145
4056,0.0296,0.028016
4057,0.0265,0.0279995
4058,0.0172,0.0279985
4059,0.0119,0.027825
4060,0.0212,0.027808
4061,0.0243,0.027715
4062,0.0462,0.027742
4063,0.0115,0.0276725
4064,0.0202,0.027554
4065,0.0357,0.027625
4066,0.0428,0.027736
4067,0.0296,0.027759
4068,0.0332,0.0278205
4069,0.0276,0.027929
4070,0.0242,0.0279985
4071,0.0316,0.0280395
4072,0.022,0.028072
4073,0.0509,0.028192
4074,0.0418,0.028195
4075,0.015,0.0280745
4076,0.0317,0.028155
4077,0.0277,0.0281385
4078,0.0163,0.028149
4079,0.014,0.028077
4080,0.0161,0.0280545
4081,0.0297,0.028133
4082,0.0342,0.0281165
4083,0.0198,0.027997
4084,0.0334,0.02805
4085,0.0147,0.0280185
4086,0.0277,0.028076
4087,0.0141,0.0280625
4088,0.0228,0.028086
4089,0.0107,0.028022
4090,0.0144,0.027962
4091,0.0212,0.0279905
4092,0.0317,0.0278485
4093,0.0242,0.02783
4094,0.0139,0.027562
4095,0.0382,0.027698
4096,0.0224,0.0275715
4097,0.0075,0.0274765
4098,0.0302,0.027565
4099,0.0267,0.0275485
4100,0.0442,0.0275885
4101,0.0285,0.027631
4102,0.0249,0.0277305
4103,0.0099,0.0275595
4104,0.0169,0.0273615
4105,0.0169,0.0272755
4106,0.018,0.0272525
4107,0.0335,0.0272895
4108,0.0325,0.0273575
4109,0.0275,0.0274505
4110,0.0318,0.0274855
4111,0.03,0.0274475
4112,0.0325,0.027552
4113,0.0193,0.027591
4114,0.0204,0.0274805
4115,0.0387,0.027496
4116,0.0401,0.027629
4117,0.0453,0.0276555
4118,0.031,0.027635
4119,0.049,0.027631
4120,0.0445,0.0276945
4121,0.0377,0.027757
4122,0.0346,0.0277625
4123,0.0274,0.0278525
4124,0.0324,0.0277935
4125,0.0227,0.027758
4126,0.0077,0.027469
4127,0.0263,0.0275105
4128,0.0256,0.0275345
4129,0.0353,0.0275975
4130,0.0159,0.0275295
4131,0.0252,0.0275875
4132,0.0712,0.027845
4133,0.0372,0.027904
4134,0.0535,0.028057
4135,0.0412,0.0282025
4136,0.0347,0.0282805
4137,0.0418,0.028398
4138,0.0121,0.028332
4139,0.0635,0.0285885
4140,0.0139,0.0285765
4141,0.0339,0.0283625
4142,0.0247,0.0284125
4143,0.0262,0.028483
4144,0.0247,0.028467
4145,0.0293,0.0285505
4146,0.0369,0.028587
4147,0.0564,0.0285795
4148,0.026,0.0286585
4149,0.0182,0.0285655
4150,0.0385,0.028576
4151,0.0317,0.0286285
4152,0.0141,0.0285445
4153,0.008,0.028245
4154,0.0305,0.028252
4155,0.0207,0.0282575
4156,0.0144,0.028231
4157,0.0258,0.0281505
4158,0.0269,0.0281505
4159,0.0325,0.028201
4160,0.044,0.0283665
4161,0.0374,0.0284425
4162,0.0153,0.028407
4163,0.0361,0.0284295
4164,0.0283,0.0282845
4165,0.0399,0.0282135
4166,0.0326,0.028258
4167,0.0283,0.0281235
4168,0.0327,0.028077
4169,0.027,0.0280575
4170,0.0409,0.0281495
4171,0.0199,0.028147
4172,0.0167,0.0281505
4173,0.0253,0.028088
4174,0.0312,0.028055
4175,0.0321,0.0281365
4176,0.0223,0.028141
4177,0.0467,0.028209
4178,0.0383,0.0281525
4179,0.0181,0.028183
4180,0.0101,0.028125
4181,0.0151,0.028011
4182,0.0168,0.028054
4183,0.0367,0.028147
4184,0.0358,0.0282855
4185,0.0154,0.0282225
4186,0.0111,0.0282155
4187,0.0293,0.028149
4188,0.013,0.0280905
4189,0.0256,0.028103
4190,0.0206,0.028059
4191,0.0227,0.028009
4192,0.0458,0.0281075
4193,0.0356,0.028071
4194,0.0305,0.0280405
4195,0.0327,0.0279905
4196,0.0406,0.0280935
4197,0.0387,0.0281375
4198,0.0351,0.0281425
4199,0.0217,0.028054
4200,0.0461,0.028174
4201,0.0338,0.0282295
4202,0.0209,0.0281915
4203,0.0138,0.028112
4204,0.0177,0.0278305
4205,0.0294,0.027874
4206,0.032,0.027859
4207,0.0283,0.027877
4208,0.0228,0.027789
4209,0.0286,0.027713
4210,0.0329,0.0277535
4211,0.0399,0.0277705
4212,0.0128,0.02775
4213,0.0502,0.0278485
4214,0.0422,0.0279335
4215,0.0106,0.027756
4216,0.0227,0.027742
4217,0.0258,0.0277055
4218,0.0264,0.027768
4219,0.0318,0.027808
4220,0.0343,0.0278985
4221,0.0217,0.027723
4222,0.0204,0.027592
4223,0.0127,0.027475
4224,0.0443,0.027505
4225,0.0296,0.027552
4226,0.0113,0.0274975
4227,0.0338,0.027538
4228,0.0373,0.027636
4229,0.0657,0.027877
4230,0.0367,0.0279675
4231,0.0269,0.0279025
4232,0.0235,0.0279695
4233,0.0143,0.0279585
4234,0.0342,0.02802
4235,0.0264,0.027993
4236,0.0646,0.028173
4237,0.0379,0.02829
4238,0.0135,0.028234
4239,0.0219,0.028253
4240,0.0191,0.028256
4241,0.0865,0.0286065
4242,0.023,0.02852
4243,0.0302,0.0285305
4244,0.0177,0.028497
4245,0.0125,0.0284205
4246,0.0329,0.028507
4247,0.006,0.028389
4248,0.0349,0.0284505
4249,0.0394,0.028534
4250,0.0493,0.0287175
4251,0.0134,0.0285145
4252,0.0223,0.0285175
4253,0.0206,0.0285395
4254,0.0115,0.0284375
4255,0.026,0.02846
4256,0.0143,0.0283835
4257,0.015,0.028326
4258,0.0167,0.0283235
4259,0.036,0.028444
4260,0.0217,0.0284465
4261,0.0218,0.028434
4262,0.0242,0.028324
4263,0.0388,0.0284605
4264,0.0266,0.0284925
4265,0.0587,0.0286075
4266,0.0311,0.028549
4267,0.0213,0.0285075
4268,0.0177,0.02843
4269,0.0278,0.028431
4270,0.0274,0.028447
4271,0.0263,0.0284205
4272,0.0137,0.028379
4273,0.0171,0.02821
4274,0.0073,0.0280375
4275,0.0388,0.0281565
4276,0.041,0.028203
4277,0.0236,0.0281825
4278,0.0117,0.0281595
4279,0.0271,0.028225
4280,0.0468,0.0283785
4281,0.0515,0.0284875
4282,0.0501,0.028567
4283,0.0193,0.0285645
4284,0.0235,0.028515
4285,0.0161,0.028522
4286,0.0357,0.028562
4287,0.0291,0.028637
4288,0.0273,0.0286595
4289,0.0288,0.02875
4290,0.0114,0.028735
4291,0.0077,0.0286675
4292,0.0254,0.028636
4293,0.0088,0.028559
4294,0.0152,0.0285655
4295,0.0201,0.028475
4296,0.0319,0.0285225
4297,0.0327,0.0286485
4298,0.016,0.0285775
4299,0.0484,0.028686
4300,0.0285,0.0286075
4301,0.0108,0.028519
4302,0.0416,0.0286025
4303,0.0244,0.028675
4304,0.0287,0.028734
4305,0.0336,0.0288175
4306,0.0339,0.028897
4307,0.0264,0.0288615
4308,0.0386,0.028892
4309,0.0078,0.0287935
4310,0.0211,0.02874
4311,0.0219,0.0286995
4312,0.0376,0.028725
4313,0.0077,0.028667
4314,0.0129,0.0286295
4315,0.0167,0.0285195
4316,0.0652,0.028645
4317,0.0199,0.028518
4318,0.0437,0.0285815
4319,0.0442,0.0285575
4320,0.0339,0.0285045
4321,0.0456,0.028544
4322,0.0398,0.02857
4323,0.0153,0.0285095
4324,0.031,0.0285025
4325,0.044,0.028609
4326,0.0167,0.028654
4327,0.0219,0.028632
4328,0.0348,0.028678
4329,0.0413,0.028708
4330,0.0164,0.0287105
4331,0.0235,0.028702
4332,0.0402,0.028547
4333,0.0497,0.0286095
4334,0.0173,0.0284285
4335,0.0148,0.0282965
4336,0.0425,0.0283355
4337,0.0475,0.028364
4338,0.0253,0.02843
4339,0.0405,0.028315
4340,0.0427,0.028459
4341,0.0112,0.0283455
4342,0.014,0.028292
4343,0.0339,0.0283305
4344,0.0825,0.0286195
4345,0.0523,0.0287345
4346,0.0267,0.0286835
4347,0.0299,0.028551
4348,0.0241,0.0285415
4349,0.0107,0.028504
4350,0.0243,0.028433
4351,0.0215,0.028382
4352,0.0158,0.0283905
4353,0.0382,0.0285415
4354,0.0346,0.028562
4355,0.0286,0.0286015
4356,0.034,0.0286995
4357,0.0182,0.0286615
4358,0.028,0.028667
4359,0.0212,0.0286105
4360,0.0569,0.028675
4361,0.0164,0.02857
4362,0.0366,0.0286765
4363,0.0344,0.028668
4364,0.0168,0.0286105
4365,0.0212,0.028517
4366,0.0419,0.0285635
4367,0.0312,0.028578
4368,0.0297,0.028563
4369,0.0205,0.0285305
4370,0.0258,0.028455
4371,0.017,0.0284405
4372,0.0255,0.0284845
4373,0.0427,0.0285715
4374,0.0482,0.0286565
4375,0.0454,0.028723
4376,0.049,0.0288565
4377,0.0144,0.028695
4378,0.0469,0.028738
4379,0.0202,0.0287485
4380,0.0274,0.028835
4381,0.0216,0.0288675
4382,0.0367,0.028967
4383,0.0402,0.0289845
4384,0.0481,0.029046
4385,0.0199,0.0290685
4386,0.0185,0.0291055
4387,0.0375,0.0291465
4388,0.0454,0.0293085
4389,0.045,0.0294055
4390,0.0235,0.02942
4391,0.0172,0.0293925
4392,0.0196,0.0292615
4393,0.0205,0.029186
4394,0.0563,0.029315
4395,0.0284,0.0292935
4396,0.03,0.0292405
4397,0.0163,0.0291285
4398,0.0268,0.029087
4399,0.0379,0.029168
4400,0.0276,0.0290755
4401,0.0268,0.0290405
4402,0.0216,0.029044
4403,0.0134,0.029042
4404,0.0215,0.029061
4405,0.035,0.029089
4406,0.0116,0.028987
4407,0.0239,0.028965
4408,0.0236,0.028969
4409,0.0297,0.0289745
4410,0.0239,0.0289295
4411,0.0288,0.028874
4412,0.0379,0.0289995
4413,0.0229,0.028863
4414,0.0331,0.0288175
4415,0.0233,0.028881
4416,0.0332,0.0289335
4417,0.0138,0.0288735
4418,0.0178,0.0288305
4419,0.0362,0.0288525
4420,0.0309,0.0288355
4421,0.0199,0.0288265
4422,0.0145,0.028797
4423,0.0292,0.0288795
4424,0.0228,0.028772
4425,0.0301,0.0287745
4426,0.0444,0.02894
4427,0.0335,0.0289385
4428,0.0056,0.02878
4429,0.0158,0.0285305
4430,0.057,0.028632
4431,0.0386,0.0286905
4432,0.0331,0.0287385
4433,0.035,0.028842
4434,0.0288,0.028815
4435,0.0813,0.0290895
4436,0.0362,0.0289475
4437,0.0496,0.029006
4438,0.0291,0.029084
4439,0.0341,0.029145
4440,0.0178,0.0291385
4441,0.0298,0.028855
4442,0.016,0.02882
4443,0.0213,0.0287755
4444,0.026,0.028817
4445,0.0204,0.0288565
4446,0.0474,0.028929
4447,0.0235,0.0290165
4448,0.0478,0.029081
4449,0.0155,0.0289615
4450,0.0224,0.028827
4451,0.0226,0.028873
4452,0.0303,0.028913
4453,0.0344,0.028982
4454,0.0333,0.029091
4455,0.0398,0.02916
4456,0.0078,0.0291275
4457,0.018,0.0291425
4458,0.0335,0.0292265
4459,0.0313,0.029203
4460,0.0397,0.029293
4461,0.0336,0.029352
4462,0.0275,0.0293685
4463,0.0257,0.029303
4464,0.0594,0.029467
4465,0.0257,0.029302
4466,0.0251,0.029272
4467,0.0281,0.029306
4468,0.0257,0.029346
4469,0.0315,0.0293645
4470,0.0539,0.029497
4471,0.0342,0.0295365
4472,0.0101,0.0295185
4473,0.0293,0.0295795
4474,0.0502,0.029794
4475,0.0393,0.0297965
4476,0.0234,0.0297085
4477,0.0145,0.029663
4478,0.0384,0.0297965
4479,0.0309,0.0298155
4480,0.0284,0.0297235
4481,0.0329,0.0296305
4482,0.0224,0.029492
4483,0.0573,0.029682
4484,0.0265,0.029697
4485,0.0159,0.029696
4486,0.0412,0.0297235
4487,0.0347,0.0297515
4488,0.0124,0.029677
4489,0.0334,0.0297
4490,0.0126,0.029706
4491,0.0175,0.029755
4492,0.016,0.029708
4493,0.0472,0.0299
4494,0.0433,0.0300405
4495,0.0439,0.0301595
4496,0.0282,0.030141
4497,0.0447,0.030201
4498,0.0317,0.0302795
4499,0.0322,0.0301985
4500,0.0151,0.0301315
4501,0.0117,0.030136
4502,0.0152,0.030004
4503,0.0159,0.0299615
4504,0.0259,0.0299475
4505,0.0208,0.0298835
4506,0.0263,0.0298455
4507,0.0548,0.0299875
4508,0.0366,0.0299775
4509,0.0334,0.0301055
4510,0.0311,0.0301555
4511,0.0477,0.0302845
4512,0.0163,0.030178
4513,0.0101,0.03019
4514,0.0172,0.0302115
4515,0.0373,0.0303145
4516,0.0222,0.0300995
4517,0.0177,0.0300885
4518,0.0232,0.029986
4519,0.0158,0.029844
4520,0.0247,0.029798
4521,0.0179,0.0296595
4522,0.0304,0.0296125
4523,0.0309,0.0296905
4524,0.0207,0.029639
4525,0.0422,0.02963
4526,0.0277,0.029685
4527,0.0218,0.0296845
4528,0.008,0.0295505
4529,0.0258,0.029473
4530,0.0179,0.0294805
4531,0.0141,0.0294335
4532,0.0144,0.0293045
4533,0.0284,0.029198
4534,0.0155,0.029189
4535,0.0152,0.029191
4536,0.0628,0.0292925
4537,0.0103,0.0291065
4538,0.0285,0.0291225
4539,0.0232,0.029036
4540,0.0391,0.029018
4541,0.0361,0.0291425
4542,0.0191,0.029168
4543,0.0273,0.029135
4544,0.021,0.0288275
4545,0.03,0.028716
4546,0.0439,0.028802
4547,0.0292,0.0287985
4548,0.0127,0.0287415
4549,0.0157,0.0287665
4550,0.0136,0.028713
4551,0.0166,0.0286885
4552,0.0296,0.0287575
4553,0.0305,0.028719
4554,0.0271,0.0286815
4555,0.0693,0.028885
4556,0.0118,0.028774
4557,0.0272,0.028819
4558,0.0134,0.028746
4559,0.0367,0.0288235
4560,0.0556,0.028817
4561,0.0296,0.028883
4562,0.0288,0.028844
4563,0.0448,0.028896
4564,0.0244,0.028934
4565,0.0216,0.028936
4566,0.0099,0.028776
4567,0.0112,0.028676
4568,0.0126,0.0285905
4569,0.047,0.028723
4570,0.0241,0.0287145
4571,0.0301,0.02878
4572,0.0349,0.028827
4573,0.02,0.0287135
4574,0.01,0.0285225
4575,0.0242,0.0284165
4576,0.0351,0.028347
4577,0.037,0.02846
4578,0.0231,0.028341
4579,0.0148,0.028314
4580,0.0191,0.0282725
4581,0.0216,0.0282725
4582,0.0219,0.0281985
4583,0.0575,0.028285
4584,0.0209,0.028149
4585,0.0211,0.028155
4586,0.0095,0.02811
4587,0.028,0.0280625
4588,0.0208,0.0279395
4589,0.0306,0.0278675
4590,0.0139,0.0278195
4591,0.0253,0.02786
4592,0.0259,0.0278915
4593,0.0381,0.0279795
4594,0.0163,0.0277795
4595,0.0368,0.0278215
4596,0.0462,0.0279025
4597,0.0243,0.0279425
4598,0.0325,0.027971
4599,0.0264,0.0279135
4600,0.0163,0.027857
4601,0.0326,0.027886
4602,0.0314,0.027935
4603,0.0263,0.0279995
4604,0.0264,0.028024
4605,0.0277,0.0279875
4606,0.0393,0.028126
4607,0.0498,0.0282555
4608,0.0585,0.02843
4609,0.0354,0.0284585
4610,0.0597,0.0286375
4611,0.024,0.0286135
4612,0.0176,0.028512
4613,0.0149,0.028472
4614,0.0269,0.028441
4615,0.0225,0.028437
4616,0.0205,0.0283735
4617,0.0283,0.028446
4618,0.0242,0.028478
4619,0.029,0.028442
4620,0.0146,0.0283605
4621,0.0179,0.0283505
4622,0.0292,0.028424
4623,0.0179,0.0283675
4624,0.0175,0.028341
4625,0.0173,0.028277
4626,0.0257,0.0281835
4627,0.0411,0.0282215
4628,0.0503,0.028445
4629,0.0175,0.0284535
4630,0.024,0.0282885
4631,0.0109,0.02815
4632,0.039,0.0281795
4633,0.036,0.0281845
4634,0.0635,0.028358
4635,0.0399,0.028151
4636,0.0145,0.0280425
4637,0.0545,0.028067
4638,0.0242,0.0280425
4639,0.0122,0.027933
4640,0.0657,0.0281725
4641,0.022,0.0281335
4642,0.0416,0.0282615
4643,0.0401,0.0283555
4644,0.0359,0.028405
4645,0.027,0.028438
4646,0.018,0.028291
4647,0.0273,0.02831
4648,0.0494,0.028318
4649,0.0131,0.028306
4650,0.0347,0.0283675
4651,0.0156,0.0283325
4652,0.0106,0.028234
4653,0.0282,0.028203
4654,0.0379,0.028226
4655,0.0247,0.0281505
4656,0.0514,0.0283685
4657,0.0249,0.028403
4658,0.0401,0.028436
4659,0.027,0.0284145
4660,0.0258,0.028345
4661,0.0251,0.0283025
4662,0.0384,0.028357
4663,0.0519,0.028488
4664,0.0295,0.0283385
4665,0.0433,0.0284265
4666,0.0439,0.0285205
4667,0.0675,0.0287175
4668,0.0287,0.0287325
4669,0.0271,0.0287105
4670,0.0288,0.028585
4671,0.0272,0.02855
4672,0.0082,0.0285405
4673,0.0166,0.028477
4674,0.0251,0.0283515
4675,0.017,0.02824
4676,0.0171,0.0282085
4677,0.0847,0.0285595
4678,0.0223,0.028479
4679,0.0132,0.0283905
4680,0.0212,0.0283545
4681,0.0095,0.0282375
4682,0.0218,0.0282345
4683,0.0436,0.028166
4684,0.023,0.0281485
4685,0.0434,0.028286
4686,0.0101,0.0281305
4687,0.0158,0.028036
4688,0.0105,0.0280265
4689,0.0129,0.027924
4690,0.0189,0.0279555
4691,0.027,0.028003
4692,0.0179,0.0280125
4693,0.0162,0.0278575
4694,0.032,0.027801
4695,0.0162,0.0276625
4696,0.0201,0.027622
4697,0.0108,0.0274525
4698,0.0165,0.0273765
4699,0.0301,0.027366
4700,0.0068,0.0273245
4701,0.0083,0.0273075
4702,0.0241,0.027352
4703,0.0211,0.027378
4704,0.0124,0.0273105
4705,0.0232,0.0273225
4706,0.0115,0.0272485
4707,0.031,0.0271295
4708,0.0579,0.027236
4709,0.0146,0.027142
4710,0.0198,0.0270855
4711,0.074,0.027217
4712,0.0381,0.027326
4713,0.0111,0.027331
4714,0.0199,0.0273445
4715,0.045,0.027383
4716,0.0224,0.027384
4717,0.018,0.0273855
4718,0.021,0.0273745
4719,0.0287,0.027439
4720,0.0527,0.027579
4721,0.0172,0.0275755
4722,0.0282,0.0275645
4723,0.0154,0.027487
4724,0.0331,0.027549
4725,0.0415,0.0275455
4726,0.0511,0.0276625
4727,0.0273,0.02769
4728,0.0181,0.0277405
4729,0.0093,0.027658
4730,0.0284,0.0277105
4731,0.0156,0.027718
4732,0.055,0.027921
4733,0.0348,0.027953
4734,0.0109,0.02793
4735,0.0249,0.0279785
4736,0.0438,0.0278835
4737,0.0122,0.027893
4738,0.0243,0.027872
4739,0.0202,0.027857
4740,0.0152,0.0277375
4741,0.0086,0.0276
4742,0.015,0.0275795
4743,0.0391,0.0276385
4744,0.0217,0.027642
4745,0.0535,0.0277595
4746,0.0177,0.0276285
4747,0.0214,0.0275895
4748,0.0189,0.0276205
4749,0.0225,0.0276545
4750,0.0148,0.0276605
4751,0.0093,0.027624
4752,0.0312,0.027632
4753,0.0589,0.027774
4754,0.0295,0.027786
4755,0.0138,0.0275085
4756,0.0396,0.0276475
4757,0.0194,0.0276085
4758,0.0366,0.0277245
4759,0.0381,0.0277315
4760,0.0512,0.0277095
4761,0.0218,0.0276705
4762,0.0177,0.027615
4763,0.0159,0.0274705
4764,0.021,0.0274535
4765,0.0223,0.027457
4766,0.0342,0.0275785
4767,0.016,0.0276025
4768,0.0121,0.0276
4769,0.0236,0.027483
4770,0.0097,0.027411
4771,0.0229,0.027375
4772,0.0382,0.0273915
4773,0.0217,0.0274
4774,0.039,0.027545
4775,0.0436,0.027642
4776,0.0335,0.027634
4777,0.0131,0.0275145
4778,0.0445,0.0276215
4779,0.0194,0.0276445
4780,0.018,0.027639
4781,0.0172,0.027617
4782,0.0114,0.0275645
4783,0.0341,0.0274475
4784,0.0482,0.027584
4785,0.0461,0.027709
4786,0.0376,0.0278495
4787,0.0094,0.0277565
4788,0.0211,0.027758
4789,0.0202,0.027706
4790,0.0113,0.027693
4791,0.0316,0.0277245
4792,0.0351,0.0277705
4793,0.0125,0.0276425
4794,0.0299,0.0277105
4795,0.0362,0.0277075
4796,0.0099,0.027526
4797,0.0282,0.0275455
4798,0.0439,0.0276025
4799,0.015,0.0275455
4800,0.0369,0.0276485
4801,0.0157,0.027564
4802,0.0312,0.027563
4803,0.0425,0.027644
4804,0.0113,0.0275685
4805,0.0334,0.027597
4806,0.0197,0.027499
4807,0.0125,0.0273125
4808,0.0473,0.0272565
4809,0.0519,0.027339
4810,0.0188,0.0271345
4811,0.0244,0.0271365
